               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 476,            0.011512,            0.006011,           0.0015491,             0.99576,                   1,               0.995,              0.9063,           0.0031232,           0.0013681,          0.00049863,            0.000595,            0.000595,            0.000595
                 477,            0.013117,            0.007401,           0.0030178,             0.99574,                   1,               0.995,             0.90424,           0.0031071,           0.0013705,          0.00049793,           0.0005752,           0.0005752,           0.0005752
                 478,            0.012961,           0.0064144,           0.0026542,             0.99566,                   1,               0.995,             0.90954,           0.0030859,           0.0013729,          0.00049742,           0.0005554,           0.0005554,           0.0005554
                 479,            0.013721,           0.0045143,           0.0035804,             0.99561,                   1,               0.995,             0.90479,           0.0030784,           0.0013757,           0.0004961,           0.0005356,           0.0005356,           0.0005356
                 480,            0.011629,           0.0071649,           0.0015495,              0.9956,                   1,               0.995,             0.89533,           0.0031031,           0.0013737,          0.00049499,           0.0005158,           0.0005158,           0.0005158
                 481,            0.014196,           0.0053448,            0.002256,             0.99564,                   1,               0.995,             0.89698,            0.003138,           0.0013771,          0.00049387,            0.000496,            0.000496,            0.000496
                 482,            0.011825,           0.0054054,           0.0021433,             0.99572,                   1,               0.995,             0.90569,           0.0030805,           0.0013719,          0.00049326,           0.0004762,           0.0004762,           0.0004762
                 483,            0.011834,           0.0050318,           0.0013484,             0.99573,                   1,               0.995,             0.90796,            0.003067,           0.0013704,          0.00049286,           0.0004564,           0.0004564,           0.0004564
                 484,            0.012381,           0.0038673,           0.0018179,              0.9958,                   1,               0.995,              0.9086,            0.003052,           0.0013661,          0.00049215,           0.0004366,           0.0004366,           0.0004366
                 485,            0.012813,           0.0059222,           0.0038856,             0.99583,                   1,               0.995,             0.91069,           0.0030679,            0.001368,          0.00049124,           0.0004168,           0.0004168,           0.0004168
                 486,            0.014295,           0.0059804,           0.0020412,             0.99587,                   1,               0.995,             0.91031,           0.0030665,           0.0013695,          0.00049093,            0.000397,            0.000397,            0.000397
                 487,            0.012653,           0.0064773,           0.0016823,             0.99592,                   1,               0.995,             0.91248,           0.0030633,           0.0013656,          0.00049002,           0.0003772,           0.0003772,           0.0003772
                 488,            0.012771,           0.0064675,            0.001617,             0.99598,                   1,               0.995,             0.91778,           0.0030512,           0.0013627,          0.00048901,           0.0003574,           0.0003574,           0.0003574
                 489,            0.013357,           0.0058019,           0.0019583,             0.99605,                   1,               0.995,             0.91724,            0.003069,           0.0013637,          0.00048698,           0.0003376,           0.0003376,           0.0003376
                 490,            0.014152,           0.0070129,           0.0022807,             0.99603,                   1,               0.995,             0.91706,           0.0030568,           0.0013623,          0.00048637,           0.0003178,           0.0003178,           0.0003178
                 491,            0.023613,            0.006629,            0.012149,             0.99613,                   1,               0.995,             0.91229,           0.0030925,           0.0013641,          0.00048384,            0.000298,            0.000298,            0.000298
                 492,            0.012677,           0.0063272,           0.0012714,             0.99613,                   1,               0.995,             0.89996,            0.003122,           0.0013664,          0.00048333,           0.0002782,           0.0002782,           0.0002782
                 493,            0.011816,           0.0050498,           0.0016953,             0.99606,                   1,               0.995,             0.90349,           0.0030731,           0.0013593,          0.00048364,           0.0002584,           0.0002584,           0.0002584
                 494,            0.011921,           0.0058507,           0.0023927,              0.9961,                   1,               0.995,             0.90023,           0.0030211,           0.0013497,          0.00048414,           0.0002386,           0.0002386,           0.0002386
                 495,            0.013696,           0.0056576,           0.0021264,             0.99606,                   1,               0.995,             0.91299,           0.0030044,           0.0013445,          0.00048333,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0097694,           0.0043844,           0.0014737,             0.99613,                   1,               0.995,             0.90449,           0.0030156,           0.0013436,          0.00048273,            0.000199,            0.000199,            0.000199
                 497,            0.011327,           0.0063068,           0.0024612,             0.99611,                   1,               0.995,             0.90531,           0.0030323,           0.0013459,          0.00048283,           0.0001792,           0.0001792,           0.0001792
                 498,            0.012846,           0.0062164,           0.0028556,              0.9961,                   1,               0.995,             0.90789,            0.003051,           0.0013468,          0.00048303,           0.0001594,           0.0001594,           0.0001594
                 499,            0.013524,           0.0056733,           0.0015167,             0.99611,                   1,               0.995,             0.90294,           0.0030611,           0.0013477,           0.0004807,           0.0001396,           0.0001396,           0.0001396
